Test Name,FF1 Encryption Time (ns),AES-CBC Encryption Time (ns),FF1 Decryption Time (ns),AES-CBC Decryption Time (ns)
Test 82717,0.0000,0.0000,0.0000,0.0000
Test 82718,0.0000,0.0000,0.0000,0.0000
Test 82719,0.0000,0.0000,0.0000,0.0000
Test 82720,0.0000,0.0000,0.0000,0.0000
Test 82721,0.0000,0.0000,0.0000,0.0000
Test 82722,0.0000,0.0000,0.0000,0.0000
Test 82723,0.0000,0.0000,0.0000,0.0000
Test 82724,0.0000,0.0000,0.0000,0.0000
Test 82725,0.0000,0.0000,0.0000,0.0000
Test 82726,0.0000,0.0000,0.0000,0.0000
Test 82727,0.0000,0.0000,0.0000,0.0000
Test 82728,0.0000,0.0000,0.0000,0.0000
Test 82729,0.0000,0.0000,0.0000,0.0000
Test 82730,1.0004,0.0000,0.0000,0.0000
Test 82731,0.0000,0.0000,0.0000,0.0000
Test 82732,0.0000,0.0000,0.0000,0.0000
Test 82733,0.0000,0.0000,0.0000,0.0000
Test 82734,0.0000,0.0000,0.0000,0.0000
Test 82735,0.0000,0.0000,0.0000,0.0000
Test 82736,0.0000,0.0000,0.0000,0.0000
Test 82737,0.0000,0.0000,0.0000,0.0000
Test 82738,0.0000,0.0000,0.0000,0.0000
Test 82739,0.0000,0.0000,0.0000,0.0000
Test 82740,0.0000,0.0000,0.0000,0.0000
Test 82741,0.0000,0.0000,0.0000,0.0000
Test 82742,0.0000,0.0000,0.0000,0.0000
Test 82743,1.0004,0.0000,0.0000,0.0000
Test 82744,0.0000,0.0000,0.0000,0.0000
Test 82745,0.0000,0.0000,0.0000,0.0000
Test 82746,0.0000,0.0000,0.0000,0.0000
Test 82747,0.0000,0.0000,0.0000,0.0000
Test 82748,0.0000,0.0000,0.0000,0.0000
Test 82749,0.0000,0.0000,0.0000,0.0000
Test 82750,0.0000,0.0000,0.0000,0.0000
Test 82751,0.0000,0.0000,0.0000,0.0000
Test 82752,0.0000,0.0000,0.0000,0.0000
Test 82753,0.0000,0.0000,0.0000,0.0000
Test 82754,0.0000,0.0000,0.0000,0.0000
Test 82755,0.0000,0.0000,0.0000,0.0000
Test 82756,0.0000,0.0000,0.0000,0.0000
Test 82757,0.0000,0.0000,0.0000,0.0000
Test 82758,0.0000,0.0000,0.0000,0.0000
Test 82759,0.0000,0.0000,0.0000,0.0000
Test 82760,0.0000,0.0000,0.0000,0.0000
Test 82761,0.0000,0.0000,0.0000,0.0000
Test 82762,0.0000,0.0000,0.0000,0.0000
Test 82763,0.0000,0.0000,0.0000,0.0000
Test 82764,0.0000,0.0000,0.0000,0.0000
Test 82765,0.0000,0.0000,0.0000,0.0000
Test 82766,0.0000,0.0000,0.0000,0.0000
Test 82767,0.0000,0.0000,0.0000,0.0000
Test 82768,0.0000,0.0000,0.0000,0.0000
Test 82769,0.0000,0.0000,0.0000,0.0000
Test 82770,0.0000,0.0000,0.0000,0.0000
Test 82771,0.0000,0.0000,0.0000,0.0000
Test 82772,0.0000,0.0000,0.0000,0.0000
Test 82773,0.0000,0.0000,0.0000,0.0000
Test 82774,0.0000,0.0000,0.0000,0.0000
Test 82775,0.0000,0.0000,0.0000,0.0000
Test 82776,0.0000,0.0000,0.0000,0.0000
Test 82777,0.0000,0.0000,0.0000,0.0000
Test 82778,0.0000,0.0000,0.0000,0.0000
Test 82779,0.0000,0.0000,0.0000,0.0000
Test 82780,0.0000,0.0000,0.0000,0.0000
Test 82781,0.0000,0.0000,0.0000,0.0000
Test 82782,0.0000,0.0000,0.0000,0.0000
Test 82783,0.0000,0.0000,0.0000,0.0000
Test 82784,0.0000,0.0000,0.0000,0.0000
Test 82785,0.0000,0.0000,0.0000,0.0000
Test 82786,0.0000,0.0000,0.0000,0.0000
Test 82787,0.0000,0.0000,0.0000,0.0000
Test 82788,0.0000,0.0000,0.0000,0.0000
Test 82789,0.0000,0.0000,0.0000,0.0000
Test 82790,1.0001,0.0000,0.0000,0.0000
Test 82791,0.0000,0.0000,0.0000,0.0000
Test 82792,0.0000,0.0000,0.0000,0.0000
Test 82793,0.0000,0.0000,0.0000,0.0000
Test 82794,0.0000,0.0000,0.0000,0.0000
Test 82795,0.0000,0.0000,0.0000,0.0000
Test 82796,0.0000,0.0000,0.0000,0.0000
Test 82797,0.0000,0.0000,0.0000,0.0000
Test 82798,0.0000,0.0000,0.0000,0.0000
Test 82799,0.0000,0.0000,0.0000,0.0000
Test 82800,0.0000,0.0000,0.0000,0.0000
Test 82801,0.0000,0.0000,0.0000,0.0000
Test 82802,0.0000,0.0000,0.0000,0.0000
Test 82803,1.0001,0.0000,0.0000,0.0000
Test 82804,0.0000,0.0000,0.0000,0.0000
Test 82805,0.0000,0.0000,0.0000,0.0000
Test 82806,0.0000,0.0000,0.0000,0.0000
Test 82807,0.0000,0.0000,0.0000,0.0000
Test 82808,0.0000,0.0000,0.0000,0.0000
Test 82809,0.0000,0.0000,0.0000,0.0000
Test 82810,0.0000,0.0000,0.0000,0.0000
Test 82811,0.0000,0.0000,0.0000,0.0000
Test 82812,0.0000,0.0000,0.0000,0.0000
Test 82813,0.0000,0.0000,0.0000,0.0000
Test 82814,0.0000,0.0000,0.0000,0.0000
Test 82815,0.0000,0.0000,0.0000,0.0000
Test 82816,0.0000,0.0000,0.0000,0.0000
Test 82817,0.0000,0.0000,0.0000,0.0000
Test 82818,0.0000,0.0000,0.0000,0.0000
Test 82819,0.0000,0.0000,0.0000,0.0000
Test 82820,0.0000,0.0000,0.0000,0.0000
Test 82821,0.0000,0.0000,0.0000,0.0000
Test 82822,0.0000,0.0000,0.0000,0.0000
Test 82823,0.0000,0.0000,0.0000,0.0000
Test 82824,0.0000,0.0000,0.0000,0.0000
Test 82825,0.0000,0.0000,0.0000,0.0000
Test 82826,0.0000,0.0000,0.0000,0.0000
Test 82827,0.0000,0.0000,0.0000,0.0000
Test 82828,0.0000,0.0000,0.0000,0.0000
Test 82829,0.0000,0.0000,0.0000,0.0000
Test 82830,0.0000,0.0000,0.0000,0.0000
Test 82831,0.0000,0.0000,0.0000,0.0000
Test 82832,0.0000,0.0000,0.0000,0.0000
Test 82833,0.0000,0.0000,0.0000,0.0000
Test 82834,0.0000,0.0000,0.0000,0.0000
Test 82835,0.0000,0.0000,0.0000,0.0000
Test 82836,0.0000,0.0000,0.0000,0.0000
Test 82837,0.0000,0.0000,0.0000,0.0000
Test 82838,0.0000,0.0000,0.0000,0.0000
Test 82839,0.0000,0.0000,0.0000,0.0000
Test 82840,0.0000,0.0000,0.0000,0.0000
Test 82841,0.0000,0.0000,0.0000,0.0000
Test 82842,0.0000,0.0000,1000300.0000,0.0000
Test 82843,0.0000,0.0000,0.0000,0.0000
Test 82844,0.0000,0.0000,0.0000,0.0000
Test 82845,0.0000,0.0000,0.0000,0.0000
Test 82846,0.0000,0.0000,0.0000,0.0000
Test 82847,0.0000,0.0000,0.0000,0.0000
Test 82848,0.0000,0.0000,0.0000,0.0000
Test 82849,0.0000,0.0000,0.0000,0.0000
Test 82850,0.0000,0.0000,0.0000,0.0000
Test 82851,0.0000,0.0000,0.0000,0.0000
Test 82852,0.0000,0.0000,0.0000,0.0000
Test 82853,0.0000,0.0000,0.0000,0.0000
Test 82854,0.0000,0.0000,0.0000,0.0000
Test 82855,0.0000,0.0000,0.0000,0.0000
Test 82856,0.0000,0.0000,0.0000,0.0000
Test 82857,0.0000,0.0000,0.0000,0.0000
Test 82858,0.0000,0.0000,0.0000,0.0000
Test 82859,0.0000,0.0000,0.0000,0.0000
Test 82860,0.0000,0.0000,0.0000,0.0000
Test 82861,0.0000,0.0000,0.0000,0.0000
Test 82862,0.0000,0.0000,0.0000,0.0000
Test 82863,0.0000,0.0000,0.0000,0.0000
Test 82864,0.0000,0.0000,0.0000,0.0000
Test 82865,0.0000,0.0000,0.0000,0.0000
Test 82866,0.0000,0.0000,0.0000,0.0000
Test 82867,0.0000,0.0000,0.0000,0.0000
Test 82868,0.0000,0.0000,0.0000,0.0000
Test 82869,0.0000,0.0000,0.0000,0.0000
Test 82870,0.0000,0.0000,0.0000,0.0000
Test 82871,0.0000,0.0000,0.0000,0.0000
Test 82872,0.0000,0.0000,0.0000,0.0000
Test 82873,0.0000,0.0000,0.0000,0.0000
Test 82874,0.0000,0.0000,0.0000,0.0000
Test 82875,0.0000,0.0000,0.0000,0.0000
Test 82876,0.0000,0.0000,0.0000,0.0000
Test 82877,0.0000,0.0000,0.0000,0.0000
Test 82878,0.0000,0.0000,0.0000,0.0000
Test 82879,0.0000,0.0000,0.0000,0.0000
Test 82880,0.0000,0.0000,0.0000,0.0000
Test 82881,0.0000,0.0000,0.0000,0.0000
Test 82882,0.0000,0.0000,0.0000,0.0000
Test 82883,0.0000,0.0000,0.0000,0.0000
Test 82884,0.0000,0.0000,0.0000,0.0000
Test 82885,0.0000,0.0000,0.0000,0.0000
Test 82886,0.0000,0.0000,0.0000,0.0000
Test 82887,0.0000,0.0000,0.0000,0.0000
Test 82888,0.0000,0.0000,0.0000,0.0000
Test 82889,0.0000,0.0000,0.0000,0.0000
Test 82890,0.0000,0.0000,0.0000,0.0000
Test 82891,0.0000,0.0000,0.0000,0.0000
Test 82892,0.0000,0.0000,0.0000,0.0000
Test 82893,0.0000,0.0000,0.0000,0.0000
Test 82894,0.0000,0.0000,0.0000,0.0000
Test 82895,0.0000,0.0000,0.0000,0.0000
Test 82896,0.0000,0.0000,0.0000,0.0000
Test 82897,0.0000,0.0000,0.0000,0.0000
Test 82898,0.0000,0.0000,0.0000,0.0000
Test 82899,0.0000,0.0000,0.0000,0.0000
Test 82900,0.0000,0.0000,0.0000,0.0000
Test 82901,0.0000,0.0000,0.0000,0.0000
Test 82902,0.0000,0.0000,0.0000,0.0000
Test 82903,0.0000,0.0000,0.0000,0.0000
Test 82904,0.0000,0.0000,0.0000,0.0000
Test 82905,0.0000,0.0000,1000300.0000,0.0000
Test 82906,0.0000,0.0000,0.0000,0.0000
Test 82907,0.0000,0.0000,0.0000,0.0000
Test 82908,0.0000,0.0000,0.0000,0.0000
Test 82909,0.0000,0.0000,0.0000,0.0000
Test 82910,0.0000,0.0000,0.0000,0.0000
Test 82911,0.0000,0.0000,0.0000,0.0000
Test 82912,0.0000,0.0000,0.0000,0.0000
Test 82913,0.0000,0.0000,0.0000,0.0000
Test 82914,0.0000,0.0000,0.0000,0.0000
Test 82915,0.0000,0.0000,0.0000,0.0000
Test 82916,0.0000,0.0000,0.0000,0.0000
Test 82917,0.0000,0.0000,0.0000,0.0000
Test 82918,0.0000,0.0000,1000200.0000,0.0000
Test 82919,0.0000,0.0000,0.0000,0.0000
Test 82920,0.0000,0.0000,0.0000,0.0000
Test 82921,0.0000,0.0000,0.0000,0.0000
Test 82922,0.0000,0.0000,0.0000,0.0000
Test 82923,0.0000,0.0000,0.0000,0.0000
Test 82924,0.0000,0.0000,0.0000,0.0000
Test 82925,0.0000,0.0000,0.0000,0.0000
Test 82926,0.0000,0.0000,0.0000,0.0000
Test 82927,0.0000,0.0000,0.0000,0.0000
Test 82928,0.0000,0.0000,0.0000,0.0000
Test 82929,0.0000,0.0000,0.0000,0.0000
Test 82930,0.0000,0.0000,0.0000,0.0000
Test 82931,0.0000,0.0000,0.0000,0.0000
Test 82932,0.0000,0.0000,0.0000,0.0000
Test 82933,0.0000,0.0000,0.0000,0.0000
Test 82934,0.0000,0.0000,0.0000,0.0000
Test 82935,0.0000,0.0000,0.0000,0.0000
Test 82936,0.0000,0.0000,0.0000,0.0000
Test 82937,0.0000,0.0000,0.0000,0.0000
Test 82938,0.0000,0.0000,0.0000,0.0000
Test 82939,0.0000,0.0000,0.0000,0.0000
Test 82940,0.0000,0.0000,0.0000,0.0000
Test 82941,0.0000,0.0000,0.0000,0.0000
Test 82942,0.0000,0.0000,0.0000,0.0000
Test 82943,0.0000,0.0000,0.0000,0.0000
Test 82944,0.0000,0.0000,0.0000,0.0000
Test 82945,0.0000,0.0000,0.0000,0.0000
Test 82946,0.0000,0.0000,0.0000,0.0000
Test 82947,0.0000,0.0000,0.0000,0.0000
Test 82948,0.0000,0.0000,0.0000,0.0000
Test 82949,0.0000,0.0000,0.0000,0.0000
Test 82950,0.0000,0.0000,0.0000,0.0000
Test 82951,0.0000,0.0000,0.0000,0.0000
Test 82952,0.0000,0.0000,0.0000,0.0000
Test 82953,0.0000,0.0000,0.0000,0.0000
Test 82954,0.0000,0.0000,0.0000,0.0000
Test 82955,0.0000,0.0000,0.0000,0.0000
Test 82956,0.0000,0.0000,0.0000,0.0000
Test 82957,0.0000,0.0000,0.0000,0.0000
Test 82958,0.0000,0.0000,0.0000,0.0000
Test 82959,0.0000,0.0000,0.0000,0.0000
Test 82960,0.0000,0.0000,0.0000,0.0000
Test 82961,0.0000,0.0000,0.0000,0.0000
Test 82962,0.0000,0.0000,0.0000,0.0000
Test 82963,0.0000,0.0000,0.0000,0.0000
Test 82964,0.0000,0.0000,0.0000,0.0000
Test 82965,0.0000,0.0000,0.0000,0.0000
Test 82966,0.0000,0.0000,0.0000,0.0000
Test 82967,0.0000,0.0000,0.0000,0.0000
Test 82968,0.0000,0.0000,0.0000,0.0000
Test 82969,0.0000,0.0000,0.0000,0.0000
Test 82970,0.0000,0.0000,0.0000,0.0000
Test 82971,0.0000,0.0000,0.0000,0.0000
Test 82972,0.0000,0.0000,0.0000,0.0000
Test 82973,0.0000,0.0000,0.0000,0.0000
Test 82974,0.0000,0.0000,0.0000,0.0000
Test 82975,0.0000,0.0000,0.0000,0.0000
Test 82976,0.0000,0.0000,0.0000,0.0000
Test 82977,0.0000,0.0000,0.0000,0.0000
Test 82978,0.0000,0.0000,0.0000,0.0000
Test 82979,0.0000,0.0000,0.0000,0.0000
Test 82980,0.0000,0.0000,0.0000,0.0000
Test 82981,0.0000,0.0000,0.0000,0.0000
Test 82982,0.0000,0.0000,0.0000,0.0000
Test 82983,0.0000,0.0000,0.0000,0.0000
Test 82984,0.0000,0.0000,0.0000,0.0000
Test 82985,0.0000,0.0000,0.0000,0.0000
Test 82986,0.0000,0.0000,0.0000,0.0000
Test 82987,0.0000,0.0000,0.0000,0.0000
Test 82988,0.0000,0.0000,0.0000,0.0000
Test 82989,0.0000,0.0000,0.0000,0.0000
Test 82990,0.0000,0.0000,0.0000,0.0000
Test 82991,0.0000,0.0000,0.0000,0.0000
Test 82992,0.0000,0.0000,0.0000,0.0000
Test 82993,0.0000,0.0000,0.0000,0.0000
Test 82994,1.0004,0.0000,0.0000,0.0000
Test 82995,0.0000,0.0000,0.0000,0.0000
Test 82996,0.0000,0.0000,0.0000,0.0000
Test 82997,0.0000,0.0000,0.0000,0.0000
Test 82998,0.0000,0.0000,0.0000,0.0000
Test 82999,0.0000,0.0000,0.0000,0.0000
Test 83000,0.0000,0.0000,0.0000,0.0000
Test 83001,0.0000,0.0000,0.0000,0.0000
Test 83002,0.0000,0.0000,0.0000,0.0000
Test 83003,1.0008,0.0000,0.0000,0.0000
Test 83004,0.0000,0.0000,0.0000,0.0000
Test 83005,0.0000,0.0000,0.0000,0.0000
Test 83006,0.0000,0.0000,0.0000,0.0000
Test 83007,0.0000,0.0000,0.0000,0.0000
Test 83008,0.0000,0.0000,0.0000,0.0000
Test 83009,0.0000,0.0000,0.0000,0.0000
Test 83010,0.0000,0.0000,0.0000,0.0000
Test 83011,0.0000,0.0000,0.0000,0.0000
Test 83012,0.0000,0.0000,0.0000,0.0000
Test 83013,0.0000,0.0000,0.0000,0.0000
Test 83014,0.0000,0.0000,0.0000,0.0000
Test 83015,1.0000,0.0000,0.0000,0.0000
Test 83016,0.0000,0.0000,0.0000,0.0000
Test 83017,0.0000,0.0000,0.0000,0.0000
Test 83018,0.0000,0.0000,0.0000,0.0000
Test 83019,0.0000,0.0000,0.0000,0.0000
Test 83020,0.0000,0.0000,0.0000,0.0000
Test 83021,0.0000,0.0000,0.0000,0.0000
Test 83022,0.0000,0.0000,0.0000,0.0000
Test 83023,0.0000,0.0000,0.0000,0.0000
Test 83024,0.0000,0.0000,0.0000,0.0000
Test 83025,0.0000,0.0000,0.0000,0.0000
Test 83026,0.0000,0.0000,0.0000,0.0000
Test 83027,0.0000,0.0000,0.0000,0.0000
Test 83028,1.0002,0.0000,0.0000,0.0000
Test 83029,0.0000,0.0000,0.0000,0.0000
Test 83030,0.0000,0.0000,0.0000,0.0000
Test 83031,0.0000,0.0000,0.0000,0.0000
Test 83032,0.0000,0.0000,0.0000,0.0000
Test 83033,0.0000,0.0000,0.0000,0.0000
Test 83034,0.0000,0.0000,0.0000,0.0000
Test 83035,0.0000,0.0000,0.0000,0.0000
Test 83036,0.0000,0.0000,0.0000,0.0000
Test 83037,0.0000,0.0000,0.0000,0.0000
Test 83038,0.0000,0.0000,0.0000,0.0000
Test 83039,0.0000,0.0000,0.0000,0.0000
Test 83040,0.0000,0.0000,0.0000,0.0000
Test 83041,0.0000,0.0000,0.0000,0.0000
Test 83042,0.0000,0.0000,0.0000,0.0000
Test 83043,0.0000,0.0000,0.0000,0.0000
Test 83044,0.0000,0.0000,0.0000,0.0000
Test 83045,0.0000,0.0000,0.0000,0.0000
Test 83046,0.0000,0.0000,0.0000,0.0000
Test 83047,0.0000,0.0000,0.0000,0.0000
Test 83048,0.0000,0.0000,0.0000,0.0000
Test 83049,0.0000,0.0000,0.0000,0.0000
Test 83050,0.0000,0.0000,0.0000,0.0000
Test 83051,0.0000,0.0000,0.0000,0.0000
Test 83052,0.0000,0.0000,0.0000,0.0000
Test 83053,0.0000,0.0000,0.0000,0.0000
Test 83054,0.0000,0.0000,0.0000,0.0000
Test 83055,0.0000,0.0000,0.0000,0.0000
Test 83056,0.0000,0.0000,0.0000,0.0000
Test 83057,0.0000,0.0000,0.0000,0.0000
Test 83058,0.0000,0.0000,0.0000,0.0000
Test 83059,0.0000,0.0000,0.0000,0.0000
Test 83060,0.0000,0.0000,0.0000,0.0000
Test 83061,0.0000,0.0000,0.0000,0.0000
Test 83062,0.0000,0.0000,0.0000,0.0000
Test 83063,0.0000,0.0000,0.0000,0.0000
Test 83064,0.0000,0.0000,0.0000,0.0000
Test 83065,0.0000,0.0000,0.0000,0.0000
Test 83066,0.0000,0.0000,0.0000,0.0000
Test 83067,0.0000,0.0000,1000200.0000,0.0000
Test 83068,0.0000,0.0000,0.0000,0.0000
Test 83069,0.0000,0.0000,0.0000,0.0000
Test 83070,0.0000,0.0000,0.0000,0.0000
Test 83071,0.0000,0.0000,0.0000,0.0000
Test 83072,0.0000,0.0000,0.0000,0.0000
Test 83073,0.0000,0.0000,0.0000,0.0000
Test 83074,0.0000,0.0000,0.0000,0.0000
Test 83075,0.0000,0.0000,0.0000,0.0000
Test 83076,0.0000,0.0000,0.0000,0.0000
Test 83077,0.0000,0.0000,0.0000,0.0000
Test 83078,0.0000,0.0000,0.0000,0.0000
Test 83079,0.0000,0.0000,0.0000,0.0000
Test 83080,0.0000,0.0000,0.0000,0.0000
Test 83081,0.0000,0.0000,0.0000,0.0000
Test 83082,0.0000,0.0000,0.0000,0.0000
Test 83083,0.0000,0.0000,0.0000,0.0000
Test 83084,0.0000,0.0000,0.0000,0.0000
Test 83085,0.0000,0.0000,0.0000,0.0000
Test 83086,0.0000,0.0000,0.0000,0.0000
Test 83087,0.0000,0.0000,0.0000,0.0000
Test 83088,0.0000,0.0000,0.0000,0.0000
Test 83089,0.0000,0.0000,0.0000,0.0000
Test 83090,0.0000,0.0000,0.0000,0.0000
Test 83091,0.0000,0.0000,0.0000,0.0000
Test 83092,0.0000,0.0000,0.0000,0.0000
Test 83093,0.0000,0.0000,0.0000,0.0000
Test 83094,0.0000,0.0000,0.0000,0.0000
Test 83095,0.0000,0.0000,0.0000,0.0000
Test 83096,0.0000,0.0000,0.0000,0.0000
Test 83097,0.0000,0.0000,0.0000,0.0000
Test 83098,0.0000,0.0000,0.0000,0.0000
Test 83099,0.0000,0.0000,0.0000,0.0000
Test 83100,0.0000,0.0000,0.0000,0.0000
Test 83101,0.0000,0.0000,0.0000,0.0000
Test 83102,0.0000,0.0000,0.0000,0.0000
Test 83103,0.0000,0.0000,0.0000,0.0000
Test 83104,0.0000,0.0000,0.0000,0.0000
Test 83105,0.0000,0.0000,0.0000,0.0000
Test 83106,0.0000,0.0000,0.0000,0.0000
Test 83107,0.0000,0.0000,0.0000,0.0000
Test 83108,0.0000,0.0000,0.0000,0.0000
Test 83109,0.0000,0.0000,0.0000,0.0000
Test 83110,0.0000,0.0000,0.0000,0.0000
Test 83111,0.0000,0.0000,0.0000,0.0000
Test 83112,0.0000,0.0000,0.0000,0.0000
Test 83113,0.0000,0.0000,0.0000,0.0000
Test 83114,0.0000,0.0000,0.0000,0.0000
Test 83115,0.0000,0.0000,0.0000,0.0000
Test 83116,0.0000,0.0000,0.0000,0.0000
Test 83117,0.0000,0.0000,0.0000,0.0000
Test 83118,0.0000,0.0000,0.0000,0.0000
Test 83119,0.0000,0.0000,0.0000,0.0000
Test 83120,0.0000,0.0000,0.0000,0.0000
Test 83121,0.0000,0.0000,0.0000,0.0000
Test 83122,0.0000,0.0000,0.0000,0.0000
Test 83123,0.0000,0.0000,0.0000,0.0000
Test 83124,0.0000,0.0000,0.0000,0.0000
Test 83125,0.0000,0.0000,0.0000,0.0000
Test 83126,0.0000,0.0000,0.0000,0.0000
Test 83127,0.0000,0.0000,0.0000,0.0000
Test 83128,0.0000,0.0000,0.0000,0.0000
Test 83129,0.0000,0.0000,0.0000,0.0000
Test 83130,0.0000,0.0000,0.0000,0.0000
Test 83131,0.0000,0.0000,0.0000,0.0000
Test 83132,0.0000,0.0000,0.0000,0.0000
Test 83133,0.0000,0.0000,0.0000,0.0000
Test 83134,0.0000,0.0000,0.0000,0.0000
Test 83135,0.0000,0.0000,0.0000,0.0000
Test 83136,0.0000,0.0000,0.0000,0.0000
Test 83137,0.0000,0.0000,0.0000,0.0000
Test 83138,0.0000,0.0000,0.0000,0.0000
Test 83139,0.0000,0.0000,0.0000,0.0000
Test 83140,0.0000,0.0000,1000200.0000,0.0000
Test 83141,0.0000,0.0000,0.0000,0.0000
Test 83142,0.0000,0.0000,0.0000,0.0000
Test 83143,0.0000,0.0000,0.0000,0.0000
Test 83144,0.0000,0.0000,0.0000,0.0000
Test 83145,0.0000,0.0000,0.0000,0.0000
Test 83146,0.0000,0.0000,0.0000,0.0000
Test 83147,0.0000,0.0000,0.0000,0.0000
Test 83148,0.0000,0.0000,0.0000,0.0000
Test 83149,0.0000,0.0000,0.0000,0.0000
Test 83150,0.0000,0.0000,0.0000,0.0000
Test 83151,0.0000,0.0000,0.0000,0.0000
Test 83152,0.0000,0.0000,0.0000,0.0000
Test 83153,0.0000,0.0000,0.0000,0.0000
Test 83154,0.0000,0.0000,0.0000,0.0000
Test 83155,0.0000,0.0000,0.0000,0.0000
Test 83156,0.0000,0.0000,0.0000,0.0000
Test 83157,0.0000,0.0000,0.0000,0.0000
Test 83158,0.0000,0.0000,0.0000,0.0000
Test 83159,0.0000,0.0000,0.0000,0.0000
Test 83160,0.0000,0.0000,0.0000,0.0000
Test 83161,0.0000,0.0000,0.0000,0.0000
Test 83162,0.0000,0.0000,0.0000,0.0000
Test 83163,0.0000,0.0000,0.0000,0.0000
Test 83164,0.0000,0.0000,0.0000,0.0000
Test 83165,0.0000,0.0000,0.0000,0.0000
Test 83166,0.0000,0.0000,0.0000,0.0000
Test 83167,0.0000,0.0000,0.0000,0.0000
Test 83168,0.0000,0.0000,0.0000,0.0000
Test 83169,0.0000,0.0000,0.0000,0.0000
Test 83170,0.0000,0.0000,0.0000,0.0000
Test 83171,0.0000,0.0000,0.0000,0.0000
Test 83172,0.0000,0.0000,0.0000,0.0000
Test 83173,0.0000,0.0000,0.0000,0.0000
Test 83174,0.0000,0.0000,0.0000,0.0000
Test 83175,0.0000,0.0000,0.0000,0.0000
Test 83176,0.0000,0.0000,0.0000,0.0000
Test 83177,0.0000,0.0000,0.0000,0.0000
Test 83178,0.0000,0.0000,0.0000,0.0000
Test 83179,0.0000,0.0000,0.0000,0.0000
Test 83180,0.0000,0.0000,0.0000,0.0000
Test 83181,0.0000,0.0000,0.0000,0.0000
Test 83182,0.0000,0.0000,0.0000,0.0000
Test 83183,0.0000,0.0000,0.0000,0.0000
Test 83184,0.0000,0.0000,0.0000,0.0000
Test 83185,0.0000,0.0000,0.0000,0.0000
Test 83186,0.0000,0.0000,0.0000,0.0000
Test 83187,0.0000,0.0000,0.0000,0.0000
Test 83188,0.0000,0.0000,0.0000,0.0000
Test 83189,1.0004,0.0000,0.0000,0.0000
Test 83190,0.0000,0.0000,0.0000,0.0000
Test 83191,0.0000,0.0000,0.0000,0.0000
Test 83192,0.0000,0.0000,0.0000,0.0000
Test 83193,0.0000,0.0000,0.0000,0.0000
Test 83194,0.0000,0.0000,0.0000,0.0000
Test 83195,0.0000,0.0000,0.0000,0.0000
Test 83196,0.0000,0.0000,0.0000,0.0000
Test 83197,0.0000,0.0000,0.0000,0.0000
Test 83198,0.0000,0.0000,0.0000,0.0000
Test 83199,0.0000,0.0000,0.0000,0.0000
Test 83200,0.0000,0.0000,0.0000,0.0000
Test 83201,0.0000,0.0000,0.0000,0.0000
Test 83202,1.0002,0.0000,0.0000,0.0000
Test 83203,0.0000,0.0000,0.0000,0.0000
Test 83204,0.0000,0.0000,0.0000,0.0000
Test 83205,0.0000,0.0000,0.0000,0.0000
Test 83206,0.0000,0.0000,0.0000,0.0000
Test 83207,0.0000,0.0000,0.0000,0.0000
Test 83208,0.0000,0.0000,0.0000,0.0000
Test 83209,0.0000,0.0000,0.0000,0.0000
Test 83210,0.0000,0.0000,0.0000,0.0000
Test 83211,0.0000,0.0000,0.0000,0.0000
Test 83212,0.0000,0.0000,0.0000,0.0000
Test 83213,0.0000,0.0000,0.0000,0.0000
Test 83214,0.0000,0.0000,0.0000,0.0000
Test 83215,1.0002,0.0000,0.0000,0.0000
Test 83216,0.0000,0.0000,0.0000,0.0000
Test 83217,0.0000,0.0000,0.0000,0.0000
Test 83218,0.0000,0.0000,0.0000,0.0000
Test 83219,0.0000,0.0000,0.0000,0.0000
Test 83220,0.0000,0.0000,0.0000,0.0000
Test 83221,0.0000,0.0000,0.0000,0.0000
Test 83222,0.0000,0.0000,0.0000,0.0000
Test 83223,0.0000,0.0000,0.0000,0.0000
Test 83224,0.0000,0.0000,0.0000,0.0000
Test 83225,0.0000,0.0000,1000800.0000,0.0000
Test 83226,0.0000,0.0000,0.0000,0.0000
Test 83227,0.0000,0.0000,0.0000,0.0000
Test 83228,0.0000,0.0000,0.0000,0.0000
Test 83229,0.0000,0.0000,0.0000,0.0000
Test 83230,0.0000,0.0000,0.0000,0.0000
Test 83231,0.0000,0.0000,0.0000,0.0000
Test 83232,0.0000,0.0000,0.0000,0.0000
Test 83233,0.0000,0.0000,0.0000,0.0000
Test 83234,0.0000,0.0000,0.0000,0.0000
Test 83235,0.0000,0.0000,0.0000,0.0000
Test 83236,0.0000,0.0000,0.0000,0.0000
Test 83237,0.0000,0.0000,0.0000,0.0000
Test 83238,0.0000,0.0000,0.0000,0.0000
Test 83239,0.0000,0.0000,0.0000,0.0000
Test 83240,0.0000,0.0000,0.0000,0.0000
Test 83241,0.0000,0.0000,0.0000,0.0000
Test 83242,0.0000,0.0000,0.0000,0.0000
Test 83243,0.0000,0.0000,0.0000,0.0000
Test 83244,0.0000,0.0000,0.0000,0.0000
Test 83245,0.0000,0.0000,0.0000,0.0000
Test 83246,0.0000,0.0000,0.0000,0.0000
Test 83247,0.0000,0.0000,0.0000,0.0000
Test 83248,0.0000,0.0000,0.0000,0.0000
Test 83249,0.0000,0.0000,0.0000,0.0000
Test 83250,0.0000,0.0000,0.0000,0.0000
Test 83251,0.0000,0.0000,0.0000,0.0000
